-0.07,-4.93,-6.61,11693.36
6.30,6.67,0.50,83793.20
2.65,-8.42,7.71,90148.78
-2.69,8.13,1.50,1809.41
1.53,-5.27,7.96,81957.78
-9.36,-2.22,-1.75,510152.48
6.72,-7.74,0.43,113036.91
-4.23,1.56,9.47,143981.06
-9.56,5.50,0.83,562905.54
2.32,-5.48,5.84,20097.42
-4.27,-0.55,-5.94,24636.52
4.45,0.53,2.48,9157.88
5.42,9.18,0.38,57081.39
-7.03,3.55,-5.51,129528.13
-3.78,-4.60,-1.09,874.69
5.33,6.73,-2.38,31008.98
2.29,-2.58,-8.66,73083.57
3.63,-0.03,6.10,29498.93
-7.77,4.49,0.13,151278.66
4.18,-4.48,-9.15,62249.63
0.04,-6.64,2.35,1637.25
-2.81,-5.87,-8.90,102302.15
-7.30,-3.17,2.96,98606.95
-7.73,9.85,-4.63,120158.65
7.59,-7.25,-9.51,7499.23
-1.26,-8.14,-0.46,1897.56
-4.65,-8.27,-9.62,192523.90
-6.36,-3.69,7.99,2678.60
-9.61,-0.30,5.25,494106.39
-9.08,0.97,-6.41,581524.48
-4.36,8.27,8.07,62933.54
-2.39,-4.05,-3.66,357.12
-6.26,6.17,-8.42,192359.81
-5.72,-5.71,10.00,134370.89
-0.55,7.45,-8.84,70088.67
4.24,3.37,-9.39,82591.72
-6.61,8.52,7.49,808.36
1.64,-0.66,-0.47,29.80
-5.48,8.22,0.21,7678.06
-0.30,-8.33,6.36,34311.24
9.21,-3.14,9.99,1627282.06
1.88,8.77,-4.48,2247.68
-9.52,4.77,2.94,518817.83
-0.79,-4.28,-6.15,7159.67
-5.70,-8.49,7.70,18328.08
-3.68,6.01,2.94,47.39
4.72,-9.12,2.41,30066.20
-0.93,2.89,-7.74,36135.08
6.12,-1.09,2.23,55727.58
-4.53,-5.49,-6.62,31637.78
2.73,0.56,6.82,35086.46
-6.86,-4.57,-5.41,110878.57
-5.78,4.02,-3.58,24449.22
1.29,7.58,8.94,173927.97
0.78,-0.51,3.00,407.54
-3.97,-2.97,3.01,721.32
-7.02,3.25,1.22,78046.89
2.86,9.03,-4.63,4094.14
-9.26,-8.40,-9.37,1046176.30
6.24,2.68,9.52,468569.21
3.13,7.89,5.39,27280.02
9.64,8.04,1.63,871265.22
1.69,9.48,5.79,37832.69
6.09,8.84,9.91,618629.99
9.45,-9.70,6.91,1112865.40
5.33,-6.04,2.31,34966.08
6.24,-5.55,3.47,82479.97
-2.35,-7.76,1.93,1826.03
-4.64,1.87,4.25,990.01
-1.14,7.19,0.22,1822.41
-0.84,6.00,7.56,65248.67
-1.17,-9.35,1.06,4067.44
2.29,-3.95,3.73,3212.02
6.26,-8.20,2.44,92152.44
-3.52,5.05,-7.84,52246.74
-5.03,6.11,-8.84,147254.23
-4.54,7.43,9.41,151665.02
-1.21,-7.06,-2.95,751.15
8.54,8.74,2.94,486112.92
-6.45,1.10,7.32,587.73
-5.10,0.43,2.94,8634.39
-1.01,3.40,6.14,19148.89
-3.53,6.28,5.86,11028.72
8.54,-9.65,-7.05,269966.72
-6.25,-4.52,-0.79,37334.90
1.71,-2.35,6.62,26689.68
-9.00,0.94,-6.00,530618.75
-2.82,-5.97,5.22,7387.42
6.84,3.37,7.79,334820.82
-2.42,-4.83,0.01,158.42
-9.55,-1.10,-4.62,643039.97
6.73,-9.00,8.91,505160.76
-9.87,9.91,-6.06,738778.31
8.52,-7.06,5.07,506936.37
-8.55,9.36,8.39,28165.46
-9.93,-0.59,-6.10,919298.33
-3.65,1.86,-7.81,63316.47
2.27,8.36,0.09,5064.45
-4.95,-1.15,-9.66,266930.75
-8.63,8.11,-2.00,261882.10
7.15,8.26,-3.48,165711.67
-6.49,-2.16,-9.94,464796.29
-2.49,-4.40,-2.70,67.12
6.91,9.23,6.64,307520.35
-9.95,2.44,6.94,481506.33
-0.47,-7.22,-8.03,37038.49
9.49,9.01,-9.11,309096.48
7.86,4.43,-4.20,217196.47
-0.39,-3.30,3.70,1616.02
-3.71,-5.81,6.37,15331.76
1.38,-9.69,7.62,84789.04
1.84,3.50,-9.09,104034.49
-9.53,6.82,-0.16,513255.92
2.97,-4.64,-8.54,56134.92
7.87,-3.97,8.65,684420.94
-6.82,-6.24,6.20,13064.46
4.68,5.23,-7.91,6587.24
-3.27,6.77,-9.76,170150.49
7.33,5.50,-8.51,16954.13
-0.90,-0.81,-4.41,928.27
2.82,6.98,6.61,49099.13
-7.16,-9.18,-3.12,71451.14
8.47,-4.46,-5.17,310487.36
6.32,1.08,0.38,62600.58
-4.14,1.59,0.75,2766.96
3.33,-5.42,-0.59,3486.58
0.77,-3.35,-6.27,9577.47
9.69,-0.19,8.00,1334027.95
-0.78,7.03,1.51,2040.49
-8.05,-9.46,7.54,28146.69
6.70,5.61,-9.20,824.47
2.89,1.92,5.78,18161.15
-3.60,-3.86,8.84,106343.93
-1.43,-3.71,2.94,444.54
-7.46,3.09,-3.29,134693.96
1.53,-7.41,7.19,55977.29
-1.74,7.42,-8.11,38816.94
5.67,-3.94,4.55,70512.98
-4.37,-8.18,0.45,448.09
-4.13,-3.28,8.52,69867.25
-7.35,2.64,-7.78,295456.45
0.80,-8.10,9.87,279232.85
5.68,-8.97,7.42,209176.79
-9.24,-4.57,5.37,349147.33
-5.69,-2.28,-3.61,30157.32
9.63,-7.58,7.96,1372541.00
3.35,6.90,-4.09,3179.87
-7.34,1.10,-1.92,117592.57
6.80,8.59,-7.63,31959.23
6.62,6.07,-5.02,73661.53
-7.17,5.96,-5.78,138726.19
-6.11,8.29,-1.32,17339.80
-2.98,-7.32,6.86,34248.70
-0.17,-9.09,2.95,5553.43
-8.83,-6.58,-7.45,578564.58
-3.47,-3.31,2.46,266.24
-3.68,-4.65,-8.05,64510.13
-6.95,8.80,2.18,45472.55
5.47,7.96,-3.46,39982.89
-3.98,-2.47,9.13,115129.96
7.87,3.26,6.49,401408.91
-4.31,9.85,6.73,30840.01
-9.67,9.14,6.64,319071.43
5.96,7.94,-5.23,48131.66
-2.91,-2.71,6.60,20171.06
9.96,-7.62,0.83,1005539.63
-7.15,9.11,-2.40,65263.03
-8.11,-9.30,-4.81,204197.06
-3.08,2.66,9.25,148360.32
-8.22,1.50,-7.77,467480.27
1.05,3.80,-8.94,96622.48
-9.25,-6.27,7.07,243540.57
-1.45,9.96,6.74,62739.08
-5.46,-7.49,-2.53,10433.87
8.15,1.03,-6.46,172599.06
-5.12,-1.39,-6.89,64846.45
-9.10,3.61,-6.35,584481.16
7.13,-4.47,-8.06,19145.07
-2.37,-1.62,7.92,61228.67
9.66,0.03,8.96,1547775.87
6.72,-0.05,-2.71,90645.44
0.51,9.63,3.78,11138.71
-3.86,6.13,-2.27,324.03
2.34,-2.33,8.99,152441.46
8.54,-0.33,-3.10,361418.92
8.78,-1.46,2.69,458794.11
3.63,-7.39,3.17,14974.12
-6.23,5.15,5.01,12891.78
-7.51,-9.89,9.52,18268.19
-6.52,-2.30,-4.17,73733.55
4.32,-2.27,3.16,10822.94
-8.84,-2.26,2.21,353249.09
4.12,-9.80,-3.75,16340.37
-8.29,3.69,0.46,244965.93
-7.18,3.30,8.23,143.12
-5.22,-3.66,9.00,69872.01
-2.43,-7.43,-0.48,1486.59
5.60,-2.59,7.61,172934.47
3.65,7.99,1.49,11154.00
-7.58,-7.04,-6.46,208517.88
-9.20,-2.18,8.40,142457.52
-1.69,7.57,-5.08,36.66
-4.46,-3.12,9.14,105832.14
-2.19,4.53,5.04,5965.93
5.64,-5.51,1.01,43851.62
-5.91,-5.75,2.46,19451.60
-0.91,-1.69,-5.75,6104.98
-3.74,6.43,-0.48,13.51
-3.28,-0.13,5.14,1982.32
-9.37,6.70,-6.79,679259.55
4.37,-8.10,-3.87,12132.74
7.89,6.89,5.76,379316.72
5.41,-7.29,-8.41,5017.85
4.07,2.13,-9.76,122798.50
9.29,8.03,-5.05,614448.51
6.12,-6.05,-9.54,20351.43
-8.27,-8.71,4.85,141850.50
-4.83,-2.19,5.20,135.02
3.25,4.57,5.29,17072.33
3.16,-2.75,2.69,3507.35
5.51,-1.76,-4.80,15402.16
7.69,0.94,1.46,195831.48
3.59,-7.04,-5.71,13.14
-3.85,0.43,-7.47,49646.37
-3.10,-2.69,-1.78,402.91
-8.33,2.76,-9.85,859308.00
1.85,7.84,5.65,23357.28
5.27,-5.71,7.94,182579.82
-8.50,7.09,-9.16,724359.49
-5.54,-7.75,-2.62,10291.26
-7.65,-2.95,-1.33,146453.67
3.08,-5.84,6.22,34400.58
-3.43,4.81,-3.78,1463.97
-8.86,-2.63,-2.03,364856.52
5.85,3.22,-5.73,16846.82
-8.76,-6.70,4.63,250833.77
-8.48,-4.76,4.44,223431.15
1.92,-3.85,-3.62,0.25
-5.97,3.91,0.05,27523.87
-1.70,0.85,0.45,10.37
-3.42,8.56,-0.58,1079.46
3.58,-5.52,-0.91,6431.58
-1.98,0.10,7.35,36618.05
-8.92,-2.66,6.35,240171.31
7.87,-1.05,-4.42,201308.53
4.05,5.38,4.69,21069.53
7.88,7.53,8.87,760698.21
3.47,2.82,-7.84,26894.41
-7.90,0.56,5.74,108762.57
-9.81,-7.23,-4.47,684511.97
1.27,6.68,-0.40,1577.30
-5.12,-7.46,9.37,119981.38
-4.23,0.59,8.24,48869.80
5.35,-1.37,8.35,208239.41
-9.24,5.39,-9.44,1109210.76
-2.76,9.12,-7.96,30266.55
-5.34,6.76,-4.35,15947.68
8.20,8.55,-8.82,82161.81
-0.84,-9.51,9.64,270037.31
-8.88,4.39,3.64,339100.11
3.41,-0.21,2.44,2593.34
-6.51,7.89,-0.23,33127.79
-5.67,-2.08,-1.69,23981.89
1.83,9.59,6.69,57249.93
-2.03,7.00,-3.97,313.42
8.20,-4.39,-9.53,27607.67
-0.86,2.87,-7.95,49761.13
-3.28,-4.33,4.37,938.17
-8.23,7.07,1.20,192814.21
2.05,0.43,3.90,1963.48
6.23,-7.01,-1.26,77239.75
3.97,5.63,-2.37,7838.00
-4.29,7.26,7.99,60546.75
6.29,0.04,5.89,127950.76
-2.26,-6.59,-4.30,119.40
7.26,-3.43,-5.03,105809.78
-3.18,1.76,-1.37,402.43
-2.26,-8.60,-4.63,17.23
-5.65,1.20,6.03,1515.48
-9.13,-4.30,8.90,84756.56
6.60,1.42,8.75,395773.53
-9.84,1.09,3.63,657639.75
6.55,-7.30,5.53,168326.39
-8.80,-5.59,-4.80,388472.67
0.03,-6.85,5.77,17627.51
0.55,-3.62,-8.64,82643.61
8.92,2.03,-4.73,415009.30
4.59,-0.29,-4.33,4448.76
1.10,-0.11,3.91,1243.88
2.90,2.56,-7.87,33617.60
-4.77,3.24,-7.55,81004.80
-2.32,0.05,-9.89,207895.57
5.88,8.96,4.08,94776.21
-8.64,-1.78,5.89,208829.46
-1.15,0.91,2.49,168.66
-3.36,-9.20,6.47,30351.15
-2.29,2.84,6.74,24312.12
5.07,-6.20,-7.01,186.85
-1.35,3.75,1.36,227.50
3.57,-3.81,7.70,87016.33
-6.03,-0.69,1.02,35581.91
4.97,0.85,-5.52,2169.26
5.94,-6.54,3.13,68155.96
-5.12,5.07,9.46,125918.31
-7.99,-2.73,2.63,186152.20
-6.30,7.18,8.68,26680.95
-2.12,-0.32,2.21,1.10
0.26,-5.50,-4.70,399.83
7.23,4.41,-5.82,96641.12
7.23,-0.73,-8.23,16644.76
-8.07,3.54,-0.37,197844.01
7.52,-5.99,4.97,263045.41
-6.37,3.63,-6.15,93101.38
0.05,-4.19,-2.93,232.91
-6.44,9.61,-7.35,106447.28
-7.86,4.95,7.39,34521.38
-5.98,8.24,-7.10,81155.31
-7.48,-3.68,-1.86,123273.33
-9.73,-2.44,8.27,252920.57
-6.30,7.89,9.99,117460.86
9.17,-1.19,-2.80,552913.82
6.46,-4.52,7.98,296721.38
7.50,0.11,-3.91,156174.47
8.08,-3.82,9.28,869948.21
1.55,8.22,-4.03,1326.60
1.25,-8.46,1.80,3885.85
0.89,-6.86,-2.87,873.15
-2.53,-6.41,-7.97,43847.39
-2.55,-1.27,5.91,10789.61
7.99,7.53,0.21,305011.00
8.30,7.59,-8.37,119722.38
-1.07,4.07,-7.26,24441.99
6.57,-7.92,3.96,135216.71
-5.85,3.89,5.02,6703.29
9.60,9.57,6.52,1171349.50
3.82,2.61,7.40,73546.75
-2.85,5.32,0.31,249.93
7.17,7.14,-6.23,92296.89
-5.90,9.32,-7.73,89915.09
-2.12,-7.00,9.18,172543.32
4.24,0.50,5.09,21895.57
0.68,-9.65,7.78,96097.94
9.07,-2.99,-0.43,550006.92
6.27,0.71,-5.75,27997.97
6.30,-6.82,-3.85,71446.14
6.17,8.91,-5.27,63747.88
4.74,7.39,-6.58,650.13
-8.14,-0.30,9.98,1177.17
-5.41,1.57,8.34,24071.50
8.80,-5.09,-2.00,473760.02
2.96,2.27,2.81,2110.02
-4.88,0.99,-0.75,7885.09
-5.46,-1.33,7.29,3560.93
-7.98,-2.07,-9.11,622245.33
-5.51,8.97,-8.20,105846.82
5.97,3.77,1.52,51916.90
-6.64,-5.44,9.36,36104.91
5.68,6.26,-5.72,19609.43
0.93,-6.71,3.38,4086.65
4.81,7.80,-8.37,9012.86
8.49,5.13,4.17,436047.67
-9.81,3.65,0.13,675561.35
-7.19,8.69,1.52,60611.41
7.07,0.90,6.70,259696.00
-0.94,-1.06,-3.02,224.47
-1.35,-7.85,7.03,49226.05
-8.30,-2.16,-1.13,249276.11
1.42,9.45,7.80,110433.99
-2.59,0.88,7.74,50226.86
-2.93,-2.13,-8.79,105630.73
4.17,7.26,-9.67,86317.80
-6.80,2.94,1.71,66637.22
6.97,0.76,-8.67,1167.64
9.18,-1.22,8.25,1114645.86
4.96,-7.84,9.82,428923.94
2.51,2.61,2.26,1469.37
7.25,-4.35,-6.75,61942.79
-4.86,-3.97,-3.48,8989.87
-5.33,5.03,-1.66,12136.19
-2.47,7.28,-4.30,5.40
-3.39,2.03,-1.30,678.44
-4.67,-6.50,-7.68,62290.24
-3.16,-5.48,-8.78,98507.47
-9.12,8.93,-3.94,384694.07
6.15,-4.32,0.93,65820.30
-5.53,-8.80,-8.13,108782.90
-0.91,-7.03,-8.85,82743.29
8.86,2.62,-1.64,463314.66
2.35,6.29,9.60,255421.15
9.87,4.63,-7.11,641547.43
-0.03,1.90,-7.42,30113.51
-8.54,-8.29,-3.93,268111.22
-2.39,-3.43,-2.43,31.83
9.23,6.24,-1.66,648554.98
2.03,-9.42,5.16,19914.23
-8.27,-3.54,-9.94,879327.73
-4.55,0.79,3.69,2796.37
8.31,9.30,5.13,501851.09
-6.06,5.92,8.93,42483.21
7.22,-2.27,0.85,142333.34
-3.20,-8.43,-5.37,1471.87
-6.48,6.68,6.48,2534.40
-1.21,7.07,-9.55,127744.67
-6.13,-2.60,-0.91,37181.21
-5.04,1.66,-7.02,68340.79
-9.31,-3.64,2.86,469060.05
-9.56,9.66,-0.48,472253.37
0.87,3.18,-7.37,26312.75
-7.04,-5.66,9.16,13216.40
-1.35,-5.26,-5.88,4598.89
-0.10,-5.10,-4.43,441.75
7.81,3.87,3.43,259304.04
5.73,-5.79,5.16,82367.80
8.38,-1.64,6.74,540924.96
2.29,-8.30,-1.26,4622.24
-7.80,7.76,9.06,749.11
-1.94,4.13,-2.64,13.86
-5.14,0.11,0.13,12603.25
-1.27,2.75,5.51,10734.39
-1.80,2.28,-7.62,38706.72
-4.17,4.21,-5.28,11902.90
-0.27,2.51,-7.27,24868.68
8.76,5.61,-3.74,450111.98
9.33,-3.75,7.79,1099186.53
-0.45,-7.71,-6.92,8632.91
9.24,-2.60,4.92,704540.25
-1.65,9.51,-7.93,21323.80
8.48,8.01,-1.79,425591.00
0.30,-7.01,-7.70,25307.95
2.14,1.21,-0.61,231.41
-0.85,0.18,6.16,13285.49
6.01,3.49,5.14,89862.46
-1.60,-1.61,-6.45,14059.40
9.08,1.49,4.65,614902.94
3.27,6.32,-1.51,6652.14
4.31,-4.15,5.64,37273.75
7.74,-6.94,6.76,414239.53
3.73,-0.88,8.74,153402.98
-9.53,9.78,-3.33,470181.40
-3.34,-1.21,7.94,54499.46
3.87,-0.28,-7.80,23266.86
-2.91,-2.43,8.05,64459.92
-0.97,-5.07,-9.72,164766.75
6.52,4.72,9.70,578335.07
7.40,-1.28,-1.99,156388.15
-1.88,-4.80,-8.89,91272.07
-9.00,1.97,-7.19,629091.84
2.76,-7.02,1.99,3964.68
4.13,-2.40,-9.09,72067.66
-7.37,3.79,-8.97,441415.60
-9.23,-4.66,-1.49,452267.80
-8.04,7.02,-8.05,413003.33
-4.12,-1.56,-6.38,28813.61
-5.18,6.23,-4.72,16073.51
6.25,4.91,-5.92,30500.11
8.40,-4.08,7.11,601597.15
8.34,-9.40,4.84,473230.09
-5.63,5.00,-2.40,18098.10
2.64,-4.45,1.53,1604.66
-1.73,9.44,-8.92,62254.49
8.84,6.14,-8.58,181618.68
3.18,-8.37,-6.45,915.20
-1.18,8.48,-8.04,33424.93
6.85,6.96,-2.73,126294.96
6.95,-8.40,-8.06,22875.79
5.78,-2.41,6.29,107478.04
7.86,-7.91,2.77,282480.27
-4.45,2.64,-5.28,18017.43
0.18,1.17,-6.54,14135.89
3.48,-8.35,-0.91,8737.45
-0.92,2.91,9.80,231325.89
-0.23,-2.46,7.37,44582.00
-2.54,-8.70,-1.29,1859.42
5.62,5.85,-2.82,39078.90
3.43,5.43,3.83,9146.29
-4.08,-9.59,2.35,304.98
6.13,8.71,2.93,91035.84
-0.26,3.76,9.28,172800.65
6.15,-4.38,-3.53,50000.54
-8.20,3.33,5.56,138559.71
7.42,1.54,9.89,801224.12
-4.96,7.12,3.78,1344.08
-2.62,0.44,9.65,201577.63
1.33,-7.75,-9.09,84514.68
4.03,4.50,0.99,7296.95
-3.15,-2.36,-9.22,141762.20
-1.08,9.74,-0.12,5924.33
6.20,9.59,-7.56,14495.36
3.28,6.29,7.24,72107.01
2.02,7.15,-3.49,1648.59
9.44,3.10,3.57,734078.64
0.35,1.18,9.23,159813.03
-9.29,3.49,-5.38,586964.97
